4530 0.313949
4553 0.280510
4580 0.389756
4623 0.232548
4637 0.439139
4662 0.392582
4694 0.309190
4722 0.334257
4751 0.247667
4807 0.232616
4824 0.245725
4850 0.448372
4994 0.329732
5017 0.222982
5044 0.256999
5076 0.554205
5102 0.386180
5121 0.317240
5158 0.220195
5191 0.390975
5238 0.667916
5262 0.247012
5284 0.352018
5316 0.688127
5346 0.301754
5363 0.461973
5396 0.468965
5598 0.401007
5614 0.500371
5641 0.257164
5741 0.383470
5760 0.517223
5789 0.616562
5920 0.703771
6123 0.283504
6146 0.283681
6163 0.501869
6185 0.498760
6314 0.417910
6337 0.434789
6490 0.469826
6553 0.599265
6576 0.747340
6599 0.896427
6662 0.352728
6714 0.380898
6729 0.447738
6769 0.245339
6790 0.332995
6805 0.256844
6822 0.288333
6849 0.324040
6874 0.451593
6900 0.352421
6977 0.469689
6997 0.297929
7032 0.284161
7076 0.312881
7114 0.513217
7140 0.426851
7160 0.559673
7184 0.204963
7206 0.699129
7236 0.452830
7266 0.396507
7294 0.728392
7323 0.258430
7338 0.589760
7361 0.334315
7406 0.485416
7488 0.500955
7534 0.390719
7548 0.300937
7571 0.383212
7597 0.386157
7612 0.499587
7634 0.301582
7769 0.440552
7787 0.513211
7810 0.354544
7832 0.482975
7910 0.346678
8023 0.861460
8073 0.225356
8101 0.596352
8129 0.298933
8158 0.435248
8188 0.209025
8264 0.273007
8311 0.398058
8333 0.236157
8354 0.640447
8386 0.203495
8421 0.387471
8477 0.464162
8514 0.220911
8533 0.757888
8690 0.340958
8715 0.550208
8743 0.701739
8769 0.239567
8790 0.304242
8809 0.547701
8878 0.478582
8895 0.349851
8932 0.316838
8978 0.425515
9000 0.375092
9032 0.265133
9077 0.236643
9096 0.477266
9242 0.556236
9328 0.476700
9542 0.201557
9576 0.294315
9603 0.428150
9619 0.312869
9660 0.333827
9903 0.806726
9999 0.583742
10036 0.297716
10059 0.375354
10080 0.803507
10130 0.462483
10263 0.462788
10768 0.530581
10853 0.825723
10893 0.702835
10918 0.323487
10952 0.368631
10965 0.240522
10989 0.469550
11017 0.303501
11038 0.467844
11073 0.582884
11127 0.516378
11200 0.317988
11225 0.264633
11304 0.284680
11422 0.423644
11519 0.440997
11637 0.470323
11730 0.430574
11755 0.239341
11810 0.259151
11831 0.307058
11865 0.453362
11886 0.273344
11923 0.378175
11946 0.278948
11982 0.443611
12015 0.492470
12066 0.349925
12110 0.311644
12141 0.387776
12175 0.526819
12192 0.369920
12232 0.656730
12259 0.272674
12280 0.527767
12493 0.224549
12570 0.384186
12596 0.575975
12967 0.491800
13183 0.305983
13218 0.508995
13266 0.491478
13300 0.751714
13333 0.211402
13354 0.831985
13494 0.269242
13514 0.404302
13538 0.527217
13608 0.768355
13636 0.545484
13668 0.488695
13692 0.564733
13723 0.506964
13762 0.561924
13783 0.206385
13802 0.620180
13841 0.469699
13879 0.717245
13929 0.505775
13945 0.397957
14022 0.364856
14056 0.295236
14086 0.513004
14111 0.637361
14149 0.802675
14190 0.617313
14224 0.305179
14266 0.315173
14304 0.246771
14326 0.213161
14363 0.640965
14390 0.567004
14416 0.426876
14487 0.407370
14519 0.203907
14540 0.293175
14563 0.730857
14597 0.338813
14649 0.236255
14670 0.507587
14708 0.218590
14727 0.275773
14748 0.400892
14787 0.356055
14814 0.222011
14843 0.200012
14864 0.313715
14879 0.431075
14901 0.664066
14981 0.530933
15018 0.486575
15033 0.244094
15047 0.343464
15067 0.203142
15085 0.335450
15135 0.351538
15147 0.305402
15177 0.396662
15196 0.200079
15237 0.369037
15254 0.295027
15269 0.250636
15304 0.446486
15337 0.751560
15602 0.365794
15624 0.238216
15636 0.460159
15654 0.313169
15675 0.239701
15700 0.667259
15725 0.592260
15759 0.318809
15773 0.240841
15791 0.649479
15822 0.244566
15839 0.224525
187 0.552211
217 0.700180
253 0.529262
345 0.386465
384 0.478557
557 0.735514
646 0.275676
665 0.459258
706 0.458678
854 0.574367
920 0.556324
940 0.386222
953 0.249277
1042 0.390265
1060 0.404930
1105 0.316687
1122 0.346981
1232 0.640970
1291 0.484387
1305 0.408211
1325 0.311393
1349 0.446390
1379 0.351747
1412 0.274398
1446 0.338411
1472 0.529328
1506 0.415440
1544 0.407881
1573 0.248957
1611 0.369149
1637 0.765785
1661 0.404718
1703 0.545329
1726 0.329768
1739 0.218398
1878 0.607127
1896 0.274707
1954 0.439229
1978 0.395459
2013 0.262155
2036 0.331830
2069 0.326042
2091 0.422254
2121 0.529052
2180 0.389306
2369 0.618065
2416 0.286792
2455 0.237989
2482 0.629481
2506 0.522752
2549 0.335313
2596 0.327964
2620 0.446440
2641 0.625945
2664 0.602068
2727 0.530308
2745 0.359336
2770 0.289438
2826 0.261760
2857 0.629205
2898 0.508187
2961 0.419809
3008 0.371288
3055 0.820597
3151 0.406375
3183 0.453984
3398 0.359547
3424 0.396221
3441 0.563682
3461 0.317334
3518 0.369564
3543 0.245621
3559 0.370837
3577 0.237736
3604 0.677861
3673 0.458493
3706 0.264911
3735 0.412723
3774 0.460450
3815 0.721036
3840 0.273234
3855 0.228610
3913 0.583325
3971 0.345490
4048 0.413350
4074 0.465077
4114 0.490798
4145 0.387498
4161 0.560927
4189 0.291544
4221 0.396219
4245 0.623782
4270 0.446789
4282 0.331154
4295 0.208818
4314 0.286297
4355 0.232063
4443 0.232183
4465 0.422831
4478 0.270198
4501 0.893830
